所在文件夹,文件名,文件大小(KB),文件夹总大小(KB),文件夹文件总数
H:\核心存储\档案馆\工作 2022至今\兼职\1-课后服务教师-福建亨亨网络科技有限公司-202310-202401\课时登记表,课时登记表.xlsx,13.48,23.67,2
H:\核心存储\档案馆\工作 2022至今\兼职\1-课后服务教师-福建亨亨网络科技有限公司-202310-202401\课时登记表,课时登记表模板（月为单位）.xlsx,10.19,23.67,2
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115,Boss直骋记录未存.txt,0.0,453.74,2
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115,微信支付转账电子凭证.pdf,453.74,453.74,2
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202411,11月助教工资.xlsx,20.11,870.91,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202411,支付.jpg,213.97,870.91,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202411,收款.jpg,339.19,870.91,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202411,确认.jpg,297.63,870.91,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202412,12月助教工资.xlsx,16.1,772.98,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202412,支付.jpg,198.73,772.98,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202412,收款.jpg,269.44,772.98,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\202412,确认.jpg,288.71,772.98,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\微信记录,佳佳老师.mp4,16215.28,196908.62,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\微信记录,助教群.mp4,92725.88,196908.62,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\微信记录,台江校区教务.mp4,33688.63,196908.62,4
H:\核心存储\档案馆\工作 2022至今\兼职\2-助教-福建七色光教育咨询有限公司-20241109-20250115\微信记录,蓝莓老师.mp4,54278.84,196908.62,4
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207,正课课后反馈模版.doc,184.0,184.0,1
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文,刘嘉怡-课程记录.xlsx,103.87,103.87,1
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\1-20241122-五-20.40-21.40-1h￥40,会议详情.png,141.05,2172.01,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\1-20241122-五-20.40-21.40-1h￥40,参会情况.xlsx,7.79,2172.01,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\1-20241122-五-20.40-21.40-1h￥40,反馈.jpg,486.07,2172.01,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\1-20241122-五-20.40-21.40-1h￥40,审批单.pdf,122.39,2172.01,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\1-20241122-五-20.40-21.40-1h￥40,审批截图.jpg,1183.22,2172.01,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\1-20241122-五-20.40-21.40-1h￥40,支付.jpg,231.49,2172.01,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\10-20241213-五-20.30-21.30-1h￥40,会议详情.png,139.38,1981.92,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\10-20241213-五-20.30-21.30-1h￥40,参会情况.xlsx,7.78,1981.92,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\10-20241213-五-20.30-21.30-1h￥40,反馈.jpg,520.72,1981.92,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\10-20241213-五-20.30-21.30-1h￥40,审批单.pdf,119.73,1981.92,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\10-20241213-五-20.30-21.30-1h￥40,审批截图.jpg,944.3,1981.92,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\10-20241213-五-20.30-21.30-1h￥40,支付.jpg,250.0,1981.92,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,会议详情-1.png,141.3,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,会议详情-2.png,141.44,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,参会情况-1.xlsx,7.87,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,参会情况-2.xlsx,7.87,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,反馈.jpg,596.03,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,审批单.pdf,131.59,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,审批截图.jpg,1048.98,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\12-20241215-天-14.00-16.00-2h￥80,支付.jpg,275.51,2350.58,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\13-20241220-五-20.30-21.30-1h￥40,会议详情.png,142.23,2050.53,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\13-20241220-五-20.30-21.30-1h￥40,参会情况.xlsx,7.77,2050.53,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\13-20241220-五-20.30-21.30-1h￥40,反馈.jpg,595.63,2050.53,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\13-20241220-五-20.30-21.30-1h￥40,审批单.pdf,111.77,2050.53,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\13-20241220-五-20.30-21.30-1h￥40,审批截图.jpg,942.65,2050.53,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\13-20241220-五-20.30-21.30-1h￥40,支付.jpg,250.48,2050.53,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\14-20241222-天-14.00-15.00-1h￥40,会议详情.png,145.14,2592.9,7
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\14-20241222-天-14.00-15.00-1h￥40,参会情况.xlsx,7.78,2592.9,7
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\14-20241222-天-14.00-15.00-1h￥40,反馈.jpg,653.88,2592.9,7
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\14-20241222-天-14.00-15.00-1h￥40,学生请假一小时.jpg,479.49,2592.9,7
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\14-20241222-天-14.00-15.00-1h￥40,审批单.pdf,131.78,2592.9,7
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\14-20241222-天-14.00-15.00-1h￥40,审批截图.jpg,947.24,2592.9,7
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\14-20241222-天-14.00-15.00-1h￥40,支付.jpg,227.6,2592.9,7
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\15-20241227-五-20.30-21.30-1h￥40,会议详情.png,146.52,2021.15,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\15-20241227-五-20.30-21.30-1h￥40,参会情况.xlsx,7.88,2021.15,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\15-20241227-五-20.30-21.30-1h￥40,反馈.jpg,547.57,2021.15,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\15-20241227-五-20.30-21.30-1h￥40,审批单.pdf,120.41,2021.15,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\15-20241227-五-20.30-21.30-1h￥40,审批截图.jpg,948.33,2021.15,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\15-20241227-五-20.30-21.30-1h￥40,支付.jpg,250.45,2021.15,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\17-20241229-天-14.00-16.00-2h￥80,会议详情.png,147.87,2131.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\17-20241229-天-14.00-16.00-2h￥80,参会情况.xlsx,7.93,2131.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\17-20241229-天-14.00-16.00-2h￥80,反馈.jpg,637.49,2131.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\17-20241229-天-14.00-16.00-2h￥80,审批单.pdf,132.21,2131.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\17-20241229-天-14.00-16.00-2h￥80,审批截图.jpg,953.9,2131.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\17-20241229-天-14.00-16.00-2h￥80,支付.jpg,251.82,2131.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\18-20250103-五-20.30-21.30-1h￥40,会议详情.png,137.89,2034.36,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\18-20250103-五-20.30-21.30-1h￥40,参会情况.xlsx,7.78,2034.36,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\18-20250103-五-20.30-21.30-1h￥40,反馈.jpg,552.15,2034.36,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\18-20250103-五-20.30-21.30-1h￥40,审批单.pdf,124.6,2034.36,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\18-20250103-五-20.30-21.30-1h￥40,审批截图.jpg,954.32,2034.36,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\18-20250103-五-20.30-21.30-1h￥40,支付.jpg,257.62,2034.36,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,会议详情-1.png,141.34,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,会议详情-2.png,140.06,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,参会情况-1.xlsx,8.54,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,参会情况-2.xlsx,7.79,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,反馈.jpg,551.64,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,审批单.pdf,124.35,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,审批截图.jpg,952.36,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\20-20250105-天-14.00-16.00-2h￥80,支付.jpg,259.85,2185.93,8
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\21.5-20250113-一-16.30-18.00-1.5h￥60,会议详情.png,129.04,2065.63,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\21.5-20250113-一-16.30-18.00-1.5h￥60,参会情况.xlsx,7.88,2065.63,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\21.5-20250113-一-16.30-18.00-1.5h￥60,反馈.jpg,560.9,2065.63,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\21.5-20250113-一-16.30-18.00-1.5h￥60,审批单.pdf,121.26,2065.63,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\21.5-20250113-一-16.30-18.00-1.5h￥60,审批截图.jpg,966.58,2065.63,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\21.5-20250113-一-16.30-18.00-1.5h￥60,支付.jpg,279.97,2065.63,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\23-20250115-三-16.30-18.00-1.5h￥60,会议详情.png,135.12,2124.25,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\23-20250115-三-16.30-18.00-1.5h￥60,参会情况.xlsx,7.92,2124.25,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\23-20250115-三-16.30-18.00-1.5h￥60,反馈.jpg,579.03,2124.25,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\23-20250115-三-16.30-18.00-1.5h￥60,审批单.pdf,158.8,2124.25,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\23-20250115-三-16.30-18.00-1.5h￥60,审批截图.jpg,965.16,2124.25,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\23-20250115-三-16.30-18.00-1.5h￥60,支付.jpg,278.21,2124.25,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\24.5-20250117-五-16.30-18.00-1.5h￥60,会议详情.png,128.98,2122.64,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\24.5-20250117-五-16.30-18.00-1.5h￥60,参会情况.xlsx,7.91,2122.64,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\24.5-20250117-五-16.30-18.00-1.5h￥60,反馈.jpg,578.15,2122.64,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\24.5-20250117-五-16.30-18.00-1.5h￥60,审批单.pdf,163.04,2122.64,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\24.5-20250117-五-16.30-18.00-1.5h￥60,审批截图.jpg,965.17,2122.64,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\24.5-20250117-五-16.30-18.00-1.5h￥60,支付.jpg,279.39,2122.64,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\26-20250120-一-16.30-18.00-1.5h￥60,会议详情.png,141.9,2109.2,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\26-20250120-一-16.30-18.00-1.5h￥60,参会情况.xlsx,7.87,2109.2,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\26-20250120-一-16.30-18.00-1.5h￥60,反馈.jpg,559.55,2109.2,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\26-20250120-一-16.30-18.00-1.5h￥60,审批单.pdf,158.78,2109.2,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\26-20250120-一-16.30-18.00-1.5h￥60,审批截图.jpg,961.14,2109.2,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\26-20250120-一-16.30-18.00-1.5h￥60,支付.jpg,279.95,2109.2,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\27.5-20250124-五-16.30-18.00-1.5h￥60,会议详情.png,132.84,2007.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\27.5-20250124-五-16.30-18.00-1.5h￥60,参会情况.xlsx,7.79,2007.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\27.5-20250124-五-16.30-18.00-1.5h￥60,反馈.jpg,475.33,2007.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\27.5-20250124-五-16.30-18.00-1.5h￥60,审批单.pdf,147.39,2007.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\27.5-20250124-五-16.30-18.00-1.5h￥60,审批截图.jpg,964.45,2007.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\27.5-20250124-五-16.30-18.00-1.5h￥60,支付.jpg,279.42,2007.22,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\29-20250204-二-10.00-11.30-1.5h￥60,会议详情.png,133.64,726.23,3
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\29-20250204-二-10.00-11.30-1.5h￥60,参会情况.xlsx,7.78,726.23,3
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\29-20250204-二-10.00-11.30-1.5h￥60,反馈.jpg,584.81,726.23,3
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\3-20241124-天-14.00-16.00-2h￥80,会议详情.png,141.17,1938.52,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\3-20241124-天-14.00-16.00-2h￥80,参会情况.xlsx,7.8,1938.52,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\3-20241124-天-14.00-16.00-2h￥80,反馈.jpg,493.42,1938.52,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\3-20241124-天-14.00-16.00-2h￥80,审批单.pdf,120.28,1938.52,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\3-20241124-天-14.00-16.00-2h￥80,审批截图.jpg,946.36,1938.52,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\3-20241124-天-14.00-16.00-2h￥80,支付.jpg,229.5,1938.52,6
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\30.5-20250205-三-16.30-18.00-1.5h￥60,反馈.jpg,553.06,553.06,1
H:\核心存储\档案馆\工作 2022至今\兼职\3-教师-湖南田头训文化传播有限公司-20241108-20250207\20241117-20250207 刘嘉怡 语文\20241117-20250207-七上\4-20241129-五-20.30-21.30-1h￥40,会议详情.png,141.38,1960.25,6
